Date,PG,MSFT,F,GE
1996-04-24,9.694380760192871,4.47118616104126,5.677940845489502,5.235832214355469
1996-04-25,9.80910873413086,4.521310806274414,5.598527908325195,5.169554710388184
1996-04-26,9.737405776977539,4.551386833190918,5.598527908325195,5.1612701416015625
1996-04-29,9.66569709777832,4.516298770904541,5.857155799865723,5.14470100402832
1996-04-30,9.694380760192871,4.5413594245910645,5.914860725402832,5.119845867156982
1996-05-01,9.723065376281738,4.616548538208008,6.059126377105713,5.1612701416015625
1996-05-02,9.536633491516113,4.476197719573975,5.8736419677734375,5.136417865753174
1996-05-03,9.522292137145996,4.446125030517578,5.894250869750977,5.103278160095215
1996-05-06,9.550972938537598,4.481211185455322,5.853032112121582,5.053572177886963
1996-05-07,9.479268074035645,4.536345958709717,5.935467720031738,4.995579719543457
1996-05-08,9.66569709777832,4.581461429595947,5.894250869750977,5.037003993988037
1996-05-09,9.816277503967285,4.551386833190918,5.914860725402832,5.103278160095215
1996-05-10,9.895150184631348,4.606524467468262,5.832423686981201,5.152986526489258
1996-05-13,9.981197357177734,4.756901741027832,5.894250869750977,5.202693939208984
1996-05-14,9.9525146484375,4.771939277648926,5.99729585647583,5.227548122406006
1996-05-15,9.966856002807617,4.716798782348633,5.976687908172607,5.219264030456543
1996-05-16,10.067243576049805,4.696748733520508,6.059126377105713,5.2938232421875
1996-05-17,10.052905082702637,4.691737174987793,6.1415605545043945,5.384951591491699
1996-05-20,10.052905082702637,4.681712627410889,6.100345134735107,5.592065811157227
1996-05-21,10.153291702270508,4.616548538208008,6.038514614105225,5.517505168914795
1996-05-22,10.31103801727295,4.6867241859436035,6.079732894897461,5.625203609466553
1996-05-23,10.268010139465332,4.75188684463501,6.100345134735107,5.608635425567627
1996-05-24,10.368399620056152,4.75188684463501,5.956079483032227,5.63348913192749
1996-05-28,10.239334106445312,4.701763153076172,6.059126377105713,5.484365463256836
1996-05-29,10.095924377441406,4.696748733520508,6.017908573150635,5.451229095458984
1996-05-30,10.196309089660645,4.741862773895264,6.017908573150635,5.517505168914795
1996-05-31,10.081582069396973,4.761911392211914,6.017908573150635,5.484365463256836
1996-06-03,10.067243576049805,4.746874809265137,5.99729585647583,5.492652416229248
1996-06-04,10.16762924194336,4.72682523727417,6.038514614105225,5.5589280128479
1996-06-05,10.354061126708984,4.847126483917236,5.976687908172607,5.592065811157227
1996-06-06,10.411420822143555,4.804520130157471,5.811811923980713,5.716334342956543
1996-06-07,10.39708423614502,4.86216402053833,5.770594596862793,5.691479682922363
1996-06-10,10.425763130187988,4.837101459503174,5.791203022003174,5.699764728546143
1996-06-11,10.31103801727295,4.897251129150391,5.749985694885254,5.608635425567627
1996-06-12,10.25367546081543,5.0125412940979,5.770594596862793,5.650056838989258
1996-06-13,10.239334106445312,4.997501850128174,5.708766937255859,5.683197975158691
1996-06-14,10.224991798400879,4.932338714599609,5.667549133300781,5.683197975158691
1996-06-17,10.16762924194336,4.997501850128174,5.667549133300781,5.716334342956543
1996-06-18,10.067243576049805,4.907276153564453,5.667549133300781,5.674914836883545
1996-06-19,10.31103801727295,4.88221549987793,5.749985694885254,5.674914836883545
1996-06-20,10.354061126708984,4.88221549987793,5.708766937255859,5.674914836883545
1996-06-21,10.411420822143555,4.9674272537231445,5.605721473693848,5.766042232513428
1996-06-24,10.497462272644043,4.977451801300049,5.5026726722717285,5.790894031524658
1996-06-25,10.726917266845703,4.892239570617676,5.399630069732666,5.815751075744629
1996-06-26,10.726917266845703,4.832089424133301,5.234752178192139,5.757758617401123
1996-06-27,10.468789100646973,4.809530735015869,5.337800025939941,5.799178600311279
1996-06-28,10.39708423614502,4.817052364349365,5.337800025939941,5.749472141265869
1996-07-01,10.39708423614502,4.9047698974609375,5.440845966339111,5.9805827140808105
1996-07-02,10.224991798400879,4.877201080322266,5.523284435272217,5.997720241546631
1996-07-03,10.239334106445312,4.857152462005615,5.255362510681152,5.9805827140808105
1996-07-05,10.067243576049805,4.746874809265137,5.17292594909668,5.869198322296143
1996-07-08,10.038562774658203,4.82457160949707,5.090490818023682,5.749242782592773
1996-07-09,10.124608039855957,4.812037467956543,5.069881439208984,5.8006510734558105
1996-07-10,10.153291702270508,4.79198694229126,5.193534851074219,5.852059841156006
1996-07-11,10.024223327636719,4.591486930847168,5.131708145141602,5.749242782592773
1996-07-12,9.895150184631348,4.506272792816162,5.069881439208984,5.7578125
1996-07-15,9.651360511779785,4.436098098754883,5.131708145141602,5.577880382537842
1996-07-16,9.694380760192871,4.626574516296387,5.028661251068115,5.543606758117676
1996-07-17,9.890729904174805,4.696748733520508,5.31719446182251,5.672128200531006
1996-07-18,10.051909446716309,4.8070244789123535,5.296582221984863,5.749242782592773
1996-07-19,10.022603988647461,4.851511478424072,5.31719446182251,5.629288196563721
1996-07-22,10.095876693725586,4.802012920379639,5.275970458984375,5.543606758117676
1996-07-23,10.095876693725586,4.496249198913574,5.275970458984375,5.440790176391602
1996-07-24,10.022603988647461,4.601511478424072,5.255362510681152,5.475063323974609
1996-07-25,10.007956504821777,4.75188684463501,5.296582221984863,5.526469707489014
1996-07-26,10.183791160583496,4.776950836181641,5.296582221984863,5.577880382537842
1996-07-29,10.198440551757812,4.6867241859436035,5.193534851074219,5.4836297035217285
1996-07-30,10.344972610473633,4.756901741027832,5.337800025939941,5.492198944091797
1996-07-31,10.46219539642334,4.72682523727417,5.402040958404541,5.6378560066223145
1996-08-01,10.506155014038086,4.837101459503174,5.631470680236816,5.714970588684082
1996-08-02,10.638028144836426,4.947376728057861,5.652329444885254,5.903470039367676
1996-08-05,10.69664478302002,4.88221549987793,5.6106157302856445,5.886334419250488
1996-08-06,10.667330741882324,4.972439765930176,5.589758396148682,5.929174900054932
1996-08-07,10.638028144836426,5.0025153160095215,5.568899631500244,5.877765655517578
1996-08-08,10.301010131835938,5.0225653648376465,5.6106157302856445,5.817789554595947
1996-08-09,10.286362648010254,4.992489337921143,5.631470680236816,5.7406768798828125
1996-08-12,10.403581619262695,5.0225653648376465,5.714901924133301,5.826357841491699
1996-08-13,10.403581619262695,4.952390193939209,5.506329536437988,5.826357841491699
1996-08-14,10.491497993469238,5.007528781890869,5.568899631500244,5.852059841156006
1996-08-15,10.43288803100586,5.017552852630615,5.568899631500244,5.8092169761657715
