Date,PG,TSLA
2017-10-06,85.02623748779297,356.8800048828125
2017-10-09,84.83283996582031,342.94000244140625
2017-10-10,84.37239837646484,355.5899963378906
2017-10-11,84.22505187988281,354.6000061035156
2017-10-12,84.86046600341797,355.67999267578125
2017-10-13,85.68006896972656,355.57000732421875
2017-10-16,85.77215576171875,350.6000061035156
2017-10-17,85.45905303955078,355.75
2017-10-18,85.43142700195312,359.6499938964844
2017-10-19,84.976806640625,351.80999755859375
2017-10-20,81.87797546386719,345.1000061035156
2017-10-23,80.99657440185547,337.0199890136719
2017-10-24,80.69966888427734,337.3399963378906
2017-10-25,80.58833312988281,325.8399963378906
2017-10-26,81.18212890625,326.1700134277344
2017-10-27,80.75532531738281,320.8699951171875
2017-10-30,80.04093170166016,320.0799865722656
2017-10-31,80.10588073730469,331.5299987792969
2017-11-01,80.61617279052734,321.0799865722656
2017-11-02,80.26360321044922,299.260009765625
2017-11-03,80.32855224609375,306.0899963378906
2017-11-06,79.8368148803711,302.7799987792969
2017-11-07,80.69966888427734,306.04998779296875
2017-11-08,81.25634002685547,304.3900146484375
2017-11-09,81.44190216064453,302.989990234375
2017-11-10,81.79447174072266,302.989990234375
2017-11-13,82.57381439208984,315.3999938964844
2017-11-14,82.45320892333984,308.70001220703125
2017-11-15,81.85942077636719,311.29998779296875
2017-11-16,82.80577087402344,312.5
2017-11-17,82.04496765136719,315.04998779296875
2017-11-20,81.89652252197266,308.739990234375
2017-11-21,82.31404876708984,317.80999755859375
2017-11-22,81.95219421386719,312.6000061035156
2017-11-24,82.06352996826172,315.54998779296875
2017-11-27,82.53669738769531,316.80999755859375
2017-11-28,82.94493103027344,317.54998779296875
2017-11-29,82.9263687133789,307.5400085449219
2017-11-30,83.49232482910156,308.8500061035156
2017-12-01,83.83560943603516,306.5299987792969
2017-12-04,84.8097915649414,305.20001220703125
2017-12-05,84.80052947998047,303.70001220703125
2017-12-06,84.66136932373047,313.260009765625
2017-12-07,83.59439086914062,311.239990234375
2017-12-08,83.84490203857422,315.1300048828125
2017-12-11,83.71500396728516,328.9100036621094
2017-12-12,83.3624496459961,341.0299987792969
2017-12-13,84.31805419921875,339.0299987792969
2017-12-14,84.42941284179688,337.8900146484375
2017-12-15,85.2551498413086,343.45001220703125
2017-12-18,85.24586486816406,338.8699951171875
2017-12-19,85.06031799316406,331.1000061035156
2017-12-20,84.92113494873047,328.9800109863281
2017-12-21,85.051025390625,331.6600036621094
2017-12-22,85.47781372070312,325.20001220703125
2017-12-26,85.80254364013672,317.2900085449219
2017-12-27,85.44998931884766,311.6400146484375
2017-12-28,85.42214965820312,315.3599853515625
2017-12-29,85.24586486816406,311.3500061035156
2018-01-02,84.10467529296875,320.5299987792969
2018-01-03,84.00260925292969,317.25
2018-01-04,84.59640502929688,314.6199951171875
2018-01-05,84.6520767211914,316.5799865722656
2018-01-08,85.09742736816406,336.4100036621094
2018-01-09,84.47579956054688,333.69000244140625
2018-01-10,83.93768310546875,334.79998779296875
2018-01-11,83.64079284667969,337.95001220703125
2018-01-12,83.1397705078125,336.2200012207031
2018-01-16,83.70571899414062,340.05999755859375
2018-01-17,84.61495971679688,347.1600036621094
2018-01-18,84.30644989013672,344.57000732421875
2018-01-19,85.13848876953125,350.0199890136719
2018-01-22,85.90509033203125,351.55999755859375
2018-01-23,83.25005340576172,352.7900085449219
2018-01-24,82.5582504272461,345.8900146484375
2018-01-25,82.58629608154297,337.6400146484375
2018-01-26,82.01602935791016,342.8500061035156
2018-01-29,81.20269012451172,349.5299987792969
2018-01-30,81.28681945800781,345.82000732421875
2018-01-31,80.71656799316406,354.30999755859375
2018-02-01,80.25846862792969,349.25
2018-02-02,78.76268005371094,343.75
2018-02-05,75.78045654296875,333.1300048828125
2018-02-06,77.01448059082031,333.9700012207031
2018-02-07,76.50965881347656,345.0
2018-02-08,74.99517822265625,315.2300109863281
2018-02-09,74.71471405029297,310.4200134277344
2018-02-12,76.03287506103516,315.7300109863281
2018-02-13,76.19178771972656,323.6600036621094
2018-02-14,75.42520904541016,322.30999755859375
2018-02-15,77.04253387451172,334.07000732421875
2018-02-16,77.22014617919922,335.489990234375
2018-02-20,76.04222106933594,334.7699890136719
2018-02-21,75.01385498046875,333.29998779296875
2018-02-22,75.57479095458984,346.1700134277344
2018-02-23,75.77111053466797,352.04998779296875
2018-02-26,76.3133316040039,357.4200134277344
2018-02-27,75.2943344116211,350.989990234375
2018-02-28,73.40589141845703,343.05999755859375
2018-03-01,73.57416534423828,330.92999267578125
2018-03-02,74.32206726074219,335.1199951171875
2018-03-05,75.06060791015625,333.3500061035156
2018-03-06,74.80819702148438,328.20001220703125
2018-03-07,74.00420379638672,332.29998779296875
2018-03-08,74.76145935058594,329.1000061035156
2018-03-09,75.06060791015625,327.1700134277344
2018-03-12,74.65860748291016,345.510009765625
2018-03-13,74.52771759033203,341.8399963378906
2018-03-14,73.8546371459961,326.6300048828125
2018-03-15,73.5461196899414,325.6000061035156
2018-03-16,73.82657623291016,321.3500061035156
2018-03-19,73.53677368164062,313.55999755859375
2018-03-20,73.2095718383789,310.54998779296875
2018-03-21,72.02228546142578,316.5299987792969
2018-03-22,71.43331146240234,309.1000061035156
2018-03-23,70.96588134765625,301.5400085449219
2018-03-26,71.43331146240234,304.17999267578125
